source_dataset,source_hearing_id,source_actor_index,source_opinion_index,actor_id,actor_name,actor_role,hearing_id,hearing_date,publication_date,date_basis,hearing_topic,speech_text,text_kind,evidence,evidence_status,target_proposition,stance_silver
PublicHearingBR_LDS.jsonl,1,3,2,arlindo chinaglia,Arlindo Chinaglia,Deputado (PT-SP),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Argumentou que, assim como fez com Alexandre de Moraes no Brasil, o dono da rede X promoveu ataques do tipo em outros países.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",CONTRA | A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,1,3,3,arlindo chinaglia,Arlindo Chinaglia,Deputado (PT-SP),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,Citou que a Comissão Europeia abriu processo contra o X por possíveis violações da recente lei de serviços digitais.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",NEUTRO | A FAVOR
PublicHearingBR_LDS.jsonl,1,3,4,arlindo chinaglia,Arlindo Chinaglia,Deputado (PT-SP),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"""A resposta do Musk foi atacar a presidente da comissão, que é eleita por todos os países da Comunidade Europeia.""",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",NEUTRO
PublicHearingBR_LDS.jsonl,1,4,0,filipe barros,Filipe Barros,Deputado (PL-PR),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Ressaltou que o Marco Civil da Internet é muito claro ao estabelecer que, se houver afronta à legislação, deve-se censurar uma publicação específica mediante decisão judicial motivada. ""Nós não vimos isso em nenhuma das decisões que vieram a público até agora"". Apontou que as decisões são genéricas, visando retirar do ar o perfil de usuários por tempo indeterminado.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR
PublicHearingBR_LDS.jsonl,1,5,0,florentino neto,Florentino Neto,Deputado (PT-PI),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Argumentou que não há censura em curso, porque os processos podem ser contestados no âmbito do Supremo Tribunal Federal: ""Não podemos ter uma sociedade baseada em ameaças e mentiras. Temos que estabelecer parâmetros mínimos para a convivência nessas plataformas.""",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",CONTRA
PublicHearingBR_LDS.jsonl,1,5,1,florentino neto,Florentino Neto,Deputado (PT-PI),1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Defendeu a regulamentação das redes sociais, para proteger os usuários contra excessos praticados: ""Não vejo razão para termos dificuldades em colocarmos à disposição dos usuários recursos para que eles possam denunciar serviços ilegais da plataforma.""",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,1,6,0,eli vieira junior,Eli Vieira Junior,Jornalista da Gazeta do Povo,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Afirmou que em nenhum lugar da legislação brasileira está escrito que é proibido produzir ou propagar fake news, desinformação ou discurso de ódio: ""Esses termos são particulares de uma determinada visão política, que, não satisfeita que essas expressões não são tipificadas como crimes, planeja usar o aparato burocrático do País para fazer valer a sua opinião"". ""É a lei que deve mandar, e não a opinião política em voga no momento.""",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR
PublicHearingBR_LDS.jsonl,1,6,1,eli vieira junior,Eli Vieira Junior,Jornalista da Gazeta do Povo,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,Acredita que permitir que preconceituosos falem com liberdade não é um endosso ao conteúdo que eles falam e não causam aumento do preconceito e da discriminação.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",NEUTRO | CONTRA
PublicHearingBR_LDS.jsonl,1,6,2,eli vieira junior,Eli Vieira Junior,Jornalista da Gazeta do Povo,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Na visão dele, mentir não deve ser um crime no Brasil, assim como odiar, até que isso culmine em ações danosas concretas, ameaças credíveis ou difamação e calúnia.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,1,7,0,david agape,David Ágape,Jornalista freelancer,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Avaliou que, por meio do caso 'Twitter Files', o Judiciário brasileiro exige que a plataforma X descumpra a lei e entregue dados de cidadãos, em desconformidade com o Marco Civil da Internet e com a proteção da privacidade garantida em lei.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",NEUTRO | A FAVOR
PublicHearingBR_LDS.jsonl,1,7,1,david agape,David Ágape,Jornalista freelancer,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,A atitude da plataforma de não entregar os dados é correta diante das 'demandas ilegais da Justiça brasileira'.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR
PublicHearingBR_LDS.jsonl,1,7,2,david agape,David Ágape,Jornalista freelancer,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,Acredita que o combate às fake news está sendo direcionado apenas à direita.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",A FAVOR | CONTRA | NEUTRO
PublicHearingBR_LDS.jsonl,1,7,3,david agape,David Ágape,Jornalista freelancer,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Embora os conteúdos de alguns atores de esquerda tenham sido removidos judicialmente, no caso dos atores de direita, muitos perfis foram bloqueados e continuam bloqueados, o que seria censura prévia.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",ERRO API
PublicHearingBR_LDS.jsonl,1,7,4,david agape,David Ágape,Jornalista freelancer,1,,2024-04-16,article_publication_only,Acusações de censura contra Alexandre de Moraes por exigir bloqueio de contas na rede social X,"Criticou o Projeto de Lei 2630/20, conhecido como PL das Fake News, e defendeu o Marco Civil da Internet.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,"Alexandre de Moraes cometeu censura ao exigir bloqueio de contas na rede social X sem aviso prévio, explicações ou devido processo legal. | Existe um “processo industrial de censura” e perseguição covarde contra desafetos do ministro, caracterizando censura prévia e violação de liberdades. | As decisões de remoção de conteúdo são genéricas, sigilosas e não obedecem ao Marco Civil da Internet, carecendo de fundamentação judicial adequada.",ERRO API | CONTRA
PublicHearingBR_LDS.jsonl,2,0,0,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,O governo deverá enviar pelo menos dois projetos de lei em breve para o Congresso. Um projeto de lei vai 'dividir melhor a conta' entre a energia paga pelos consumidores em geral e os grandes consumidores. Outro projeto tratará da transição energética no setor de transportes.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,ERRO API
PublicHearingBR_LDS.jsonl,2,0,1,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,"No Pará, a Aneel havia autorizado um reajuste de 16%, mas após uma negociação, o aumento ficou em 11%.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,ERRO API
PublicHearingBR_LDS.jsonl,2,0,2,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,"Nos últimos anos, a maior conta tem ficado com o chamado 'mercado regulado' que abrange os consumidores comuns.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,ERRO API | NEUTRO
PublicHearingBR_LDS.jsonl,2,0,3,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,Os grandes consumidores compram energia no mercado livre e conseguem pagar menos.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,CONTRA | NEUTRO
PublicHearingBR_LDS.jsonl,2,0,4,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,O projeto de lei vai tentar reestruturar o setor.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,NEUTRO
PublicHearingBR_LDS.jsonl,2,0,5,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,"""Nós estamos chegando perto do colapso do preço da energia elétrica para o consumidor brasileiro regulado. Nós fomos criando encargos para o consumidor regulado e agora chegou no limite"".",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,NEUTRO
PublicHearingBR_LDS.jsonl,2,0,6,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,O outro projeto vai atuar na transição energética do setor de transporte com projetos como o chamado 'diesel verde'. Devem ser investidos R$ 60 bilhões no produto.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,NEUTRO
PublicHearingBR_LDS.jsonl,2,0,7,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,O sistema ficará ainda mais seguro com os novos leilões de linhas de transmissão e até a implantação de baterias nos sistemas de energia intermitente como a energia solar.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,CONTRA | NEUTRO
PublicHearingBR_LDS.jsonl,2,0,8,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,"""Nós não podemos tirar do povo brasileiro este direito. Nós não vivemos em Doha, nós não vivemos em Dubai. Nós vivemos no Brasil. O nosso grande desafio é combater desigualdade"".",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,2,0,9,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,Repetiu sua posição contrária ao formato de privatização da Eletrobras.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,2,0,10,alexandre silveira,Alexandre Silveira,Ministro de Minas e Energia,2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,"Critica o fato de a União ter 43% das ações, mas pouca influência sobre os destinos de uma empresa considerada estratégica.",LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,A FAVOR | NEUTRO
PublicHearingBR_LDS.jsonl,2,1,0,rodrigo de castro,Rodrigo de Castro,Deputado presidente da Comissão de Minas e Energia (União-MG),2,,2023-08-29,article_publication_only,Envio de projetos de lei para diminuir custos da energia para o consumidor e tratar da transição energética no setor de transportes,Questionou sobre o 'apagão' ocorrido no dia 15 de agosto e as medidas para que isso não se repita no futuro.,LDS_opinion_summary_not_verbatim_speech,,not_verified_in_transcript,A privatização da Eletrobras representa uma ameaça à soberania e aos direitos dos consumidores brasileiros. | A falta de transparência sobre o apagão de 15 de agosto revela negligência do governo,NEUTRO
