pair_id,side,source_record_id,actor_name,source_summary,speaker_marker,turn_start,turn_end,evidence_start,evidence_end,evidence_text,lexical_score,candidate_rank
d4e87de87b4f3431,b,16,Adriana Ventura,"""Ela é esposa de líder do Comando Vermelho, condenada em segunda instância por organização criminosa, associação para o tráfico e lavagem de dinheiro. Nos causou muito desconforto, principalmente porque houve audiência com servidores e o ministério pagou diárias e viagens. Nós fizemos requerimento de informação, denúncia na Comissão de Ética Pública e projeto de lei para que a não publicização de agenda e compromisso seja configurada como improbidade administrativa.""",A SRA. ADRIANA VENTURA(NOVO - SP),20082,23811,21165,21465,"Fizemos denúncia na Comissão de Ética Pública, fizemos um projeto de lei falando sobre a não publicização de agenda e compromissos, para isso se configurar como improbidade administrativa, e fizemos um requerimento de informação falando sobre o pagamento de diárias à referida cidadã pelo Ministério.",0.5,2
d4e87de87b4f3431,b,16,Adriana Ventura,"""Ela é esposa de líder do Comando Vermelho, condenada em segunda instância por organização criminosa, associação para o tráfico e lavagem de dinheiro. Nos causou muito desconforto, principalmente porque houve audiência com servidores e o ministério pagou diárias e viagens. Nós fizemos requerimento de informação, denúncia na Comissão de Ética Pública e projeto de lei para que a não publicização de agenda e compromisso seja configurada como improbidade administrativa.""",A SRA. ADRIANA VENTURA(NOVO - SP),20082,23811,21894,22231,"Se eles têm autonomia para indicar, e o senhor não interfere — essa foi uma das afirmações que o Ministério fez —, por que o Ministério paga diárias e passagens de uma ""dama do tráfico"", condenada, e não faz absolutamente checagem nenhuma, não tem nenhum tipo de cuidado em relação a isso, já que estamos também falando de verba pública?",0.1579,3
d4e87de87b4f3431,b,16,Adriana Ventura,"""Ela é esposa de líder do Comando Vermelho, condenada em segunda instância por organização criminosa, associação para o tráfico e lavagem de dinheiro. Nos causou muito desconforto, principalmente porque houve audiência com servidores e o ministério pagou diárias e viagens. Nós fizemos requerimento de informação, denúncia na Comissão de Ética Pública e projeto de lei para que a não publicização de agenda e compromisso seja configurada como improbidade administrativa.""",A SRA. ADRIANA VENTURA(NOVO - SP),20082,23811,21090,21164,"Nós fizemos requerimento de informação, que o senhor já deve ter recebido.",0.1176,4
d4e87de87b4f3431,b,16,Adriana Ventura,"""Ela é esposa de líder do Comando Vermelho, condenada em segunda instância por organização criminosa, associação para o tráfico e lavagem de dinheiro. Nos causou muito desconforto, principalmente porque houve audiência com servidores e o ministério pagou diárias e viagens. Nós fizemos requerimento de informação, denúncia na Comissão de Ética Pública e projeto de lei para que a não publicização de agenda e compromisso seja configurada como improbidade administrativa.""",A SRA. ADRIANA VENTURA(NOVO - SP),20082,23811,22834,23034,"Vemos nisso uma questão de descentralização que eu acho até interessante, mas, tendo em vista a rubrica orçamentária própria, que denota a autonomia administrativa, por que foi o Ministério que pagou?",0.0952,5
24c599750bdd544f,a,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4917,5145,"Considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas, com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e das empresas.",0.6667,1
24c599750bdd544f,a,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4733,4915,"Nós estamos aqui tendo uma grande oportunidade de poder enriquecer cada vez mais o nosso debate, aprendendo com o que já foi construído em outros países e a experiência que eles têm.",0.5312,2
24c599750bdd544f,a,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,3404,3625,"Esta audiência pública tem como objetivo analisar as experiências internacionais no desenvolvimento e regulamentação dos mercados digitais, buscando compreender os avanços, obstáculos e lições aprendidas em outros países.",0.2154,3
24c599750bdd544f,a,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4295,4500,"A realização dessa audiência pública será uma oportunidade única para ouvir as visões desses especialistas, bem como para debater as melhores práticas internacionais de regulamentação de mercados digitais.",0.1875,4
24c599750bdd544f,a,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,53,316,"Declaro aberta a reunião de audiência pública da Comissão de Desenvolvimento Econômico da Câmara dos Deputados, que tem como objetivo debater as experiências internacionais no desenvolvimento e regulamentação dos mercados digitais, matéria do Projeto de Lei nº 2.",0.1515,5
24c599750bdd544f,b,189,Any Ortiz,"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),60750,61998,60836,60924,"Nós entendemos a importância, é óbvio, dos mercados digitais na economia local e global.",0.4444,1
24c599750bdd544f,b,189,Any Ortiz,"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),60750,61998,60925,61075,"É fundamental que a Câmara dos Deputados promova um debate aprofundado, e é justamente o que nós estamos tentando fazer com essas audiências públicas.",0.375,2
24c599750bdd544f,b,189,Any Ortiz,"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),60750,61998,61076,61285,"Posteriormente, faremos também um seminário, para incluir os demaisplayersque por algum motivo não puderam estar presentes nas audiências públicas, até pelo número limitado de convidados que nós tínhamos aqui.",0.2564,3
24c599750bdd544f,b,189,Any Ortiz,"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),16658,17464,16927,16997,"No entanto, também acreditamos que são mercados e culturas diferentes.",0.1538,4
24c599750bdd544f,b,189,Any Ortiz,"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,4510,384,510,"Informo que a audiência está sendo transmitida pela página da Câmara dos Deputados e pelo Youtube, no canal oficial da Câmara.",0.1333,5
8f79764e69daadf2,a,149,Alexandre Lindenmeyer,"Preocupação com os recentes dados demográficos brasileiros que projetam para o ano de 2060 uma proporção de uma pessoa idosa (acima de 60 anos) para 1,6 pessoa na faixa de idade entre 14 e 59 anos: ""É importante que o Estado brasileiro se prepare, com ações de curto, médio e longo prazos, para uma outra realidade demográfica, com a diminuição da natalidade e o aumento da população idosa.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),57,4171,2861,3101,"Além disso, há alguns dados que nos preocupam, que nos chamam a atenção e que demandam a necessidade de que o Estado brasileiro, no curto, médio e longo prazo, possa estar preparado para uma outra realidade em relação à questão demográfica.",0.3273,1
8f79764e69daadf2,a,149,Alexandre Lindenmeyer,"Preocupação com os recentes dados demográficos brasileiros que projetam para o ano de 2060 uma proporção de uma pessoa idosa (acima de 60 anos) para 1,6 pessoa na faixa de idade entre 14 e 59 anos: ""É importante que o Estado brasileiro se prepare, com ações de curto, médio e longo prazos, para uma outra realidade demográfica, com a diminuição da natalidade e o aumento da população idosa.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),57,4171,3336,3463,"E se projeta que, talvez, já em 2060, nós tenhamos, para cada pessoa com mais de 60 anos, 1,6 pessoas na faixa de 14 a 59 anos.",0.1905,2
8f79764e69daadf2,a,149,Alexandre Lindenmeyer,"Preocupação com os recentes dados demográficos brasileiros que projetam para o ano de 2060 uma proporção de uma pessoa idosa (acima de 60 anos) para 1,6 pessoa na faixa de idade entre 14 e 59 anos: ""É importante que o Estado brasileiro se prepare, com ações de curto, médio e longo prazos, para uma outra realidade demográfica, com a diminuição da natalidade e o aumento da população idosa.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),57,4171,1936,2148,"Izabel Guimarães Marri, Gerente de Estudos e Análises da Dinâmica Demográfica da Coordenação de População e Indicadores Sociais da Diretoria de Pesquisas do Instituto Brasileiro de Geografia e Estatística — IBGE.",0.1176,3
8f79764e69daadf2,a,149,Alexandre Lindenmeyer,"Preocupação com os recentes dados demográficos brasileiros que projetam para o ano de 2060 uma proporção de uma pessoa idosa (acima de 60 anos) para 1,6 pessoa na faixa de idade entre 14 e 59 anos: ""É importante que o Estado brasileiro se prepare, com ações de curto, médio e longo prazos, para uma outra realidade demográfica, com a diminuição da natalidade e o aumento da população idosa.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),64419,64867,64601,64815,"Izabel Guimarães Marri, Gerente de Estudos e Análises da Dinâmica Demográfica, da Coordenação de População e Indicadores Sociais, da Diretoria de Pesquisas do Instituto Brasileiro de Geografia e Estatística — IBGE.",0.1176,4
8f79764e69daadf2,a,149,Alexandre Lindenmeyer,"Preocupação com os recentes dados demográficos brasileiros que projetam para o ano de 2060 uma proporção de uma pessoa idosa (acima de 60 anos) para 1,6 pessoa na faixa de idade entre 14 e 59 anos: ""É importante que o Estado brasileiro se prepare, com ações de curto, médio e longo prazos, para uma outra realidade demográfica, com a diminuição da natalidade e o aumento da população idosa.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),57,4171,101,201,Declaro aberta esta reunião de audiência pública da Comissão de Defesa dos Direitos da Pessoa Idosa.,0.093,5
8f79764e69daadf2,b,110,Alexandre Lindenmeyer,A pauta do envelhecimento saudável não é exclusiva do Brasil.,O SR. ALEXANDRE LINDENMEYER(Bloco/PT - RS),60033,64859,60523,60860,"E, ao mesmo tempo, quando esse tema é provocado no G20, é porque essa não é uma pauta exclusiva do Brasil, mas, trazendo para dentro do Brasil, as palavras do Alexandre foram completas: o País é continental, com diversidade, com pluralidade de situações socioeconômicas que são desafiadoras, principalmente para as pessoas sejam ouvidas.",0.2105,1
8f79764e69daadf2,b,110,Alexandre Lindenmeyer,A pauta do envelhecimento saudável não é exclusiva do Brasil.,O SR. ALEXANDRE LINDENMEYER(Bloco/PT - RS),60033,64859,61543,61584,"Cheias de medicamentos, de não sei o quê.",0.2,2
8f79764e69daadf2,b,110,Alexandre Lindenmeyer,A pauta do envelhecimento saudável não é exclusiva do Brasil.,O SR. ALEXANDRE LINDENMEYER(Bloco/PT - RS),60033,64859,62093,62147,"Isso não acontecerá aos 60 anos, a partir dos 65 anos.",0.1818,3
8f79764e69daadf2,b,110,Alexandre Lindenmeyer,A pauta do envelhecimento saudável não é exclusiva do Brasil.,O SR. ALEXANDRE LINDENMEYER(Bloco/PT - RS),60033,64859,64259,64318,"Então, é gigante o desafio, mas estamos juntos nessa pauta.",0.1429,4
8f79764e69daadf2,b,110,Alexandre Lindenmeyer,A pauta do envelhecimento saudável não é exclusiva do Brasil.,O SR. ALEXANDRE LINDENMEYER(Bloco/PT - RS),60033,64859,62214,62281,É nosso desafio também não enxergar isso como sendo temas isolados.,0.125,5
af4d70f0c140e9c9,a,57,Ana Paula Lima,"O aumento da violência nas escolas é reflexo do ambiente político vigente no Brasil nos últimos anos: ""O que a gente podia esperar se tivemos personalidades políticas que incitavam o ódio e a violência, faziam 'arminha'? Até hoje parlamentares desta Casa tiram foto com metralhadora empunhada, disseminando o ódio e a violência.""",A SRA. ANA PAULA LIMA(Bloco/PT - SC),97967,101963,99996,100144,"Mas o que vamos esperar dos últimos anos, quando tivemos personalidades políticas que incitavam o ódio e a violência, que faziam gesto de “arminha”.",0.4889,1
af4d70f0c140e9c9,a,57,Ana Paula Lima,"O aumento da violência nas escolas é reflexo do ambiente político vigente no Brasil nos últimos anos: ""O que a gente podia esperar se tivemos personalidades políticas que incitavam o ódio e a violência, faziam 'arminha'? Até hoje parlamentares desta Casa tiram foto com metralhadora empunhada, disseminando o ódio e a violência.""",A SRA. ANA PAULA LIMA(Bloco/PT - SC),97967,101963,100145,100251,"Até hoje Parlamentares desta Casa tiram fotos com metralhadoras empunhadas, emanando o ódio e a violência.",0.381,2
af4d70f0c140e9c9,a,57,Ana Paula Lima,"O aumento da violência nas escolas é reflexo do ambiente político vigente no Brasil nos últimos anos: ""O que a gente podia esperar se tivemos personalidades políticas que incitavam o ódio e a violência, faziam 'arminha'? Até hoje parlamentares desta Casa tiram foto com metralhadora empunhada, disseminando o ódio e a violência.""",A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),51,3615,783,1122,"Esta reunião de audiência pública foi convocada, nos termos do Requerimento nº 10, de 2023, de autoria do Deputado Pastor Henrique Vieira, que se encontra aqui na Mesa comigo, e do Requerimento nº 11, de 2023, de minha autoria, Deputada Ana Paula Lima, para debater o aumento dos atos de violência ocorridos em escolas e creches no Brasil.",0.1311,3
af4d70f0c140e9c9,a,57,Ana Paula Lima,"O aumento da violência nas escolas é reflexo do ambiente político vigente no Brasil nos últimos anos: ""O que a gente podia esperar se tivemos personalidades políticas que incitavam o ódio e a violência, faziam 'arminha'? Até hoje parlamentares desta Casa tiram foto com metralhadora empunhada, disseminando o ódio e a violência.""",A SRA. ANA PAULA LIMA(Bloco/PT - SC),97967,101963,100621,100690,"Foi presa muita gente, adolescentes, adultos, pela incitação ao ódio.",0.1053,4
af4d70f0c140e9c9,a,57,Ana Paula Lima,"O aumento da violência nas escolas é reflexo do ambiente político vigente no Brasil nos últimos anos: ""O que a gente podia esperar se tivemos personalidades políticas que incitavam o ódio e a violência, faziam 'arminha'? Até hoje parlamentares desta Casa tiram foto com metralhadora empunhada, disseminando o ódio e a violência.""",A SRA. ANA PAULA LIMA(Bloco/PT - SC),97967,101963,100252,100338,"Hoje mesmo, ali no plenário, novamente um Parlamentar usou a tribuna incitando o ódio.",0.1,5
af4d70f0c140e9c9,b,30,Ana Paula Lima,As cinco emendas no projeto de Lei de Diretrizes Orçamentárias (LDO) de 2024 para combater a violência contra crianças e adolescentes foram aceitas pelo relator da LDO.,A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),29306,35734,34203,34525,"Também no dia 31 de outubro, a Coalizão Brasileira pelo Fim da Violência contra Crianças e Adolescentes apresentou à Comissão de Legislação Participativa propostas, como eu já disse, de emendas ao texto da Lei de Diretrizes Orçamentárias, e o nosso Relator, o Deputado Danilo Forte — também já mencionei —, acatou a todas.",0.3913,1
af4d70f0c140e9c9,b,30,Ana Paula Lima,As cinco emendas no projeto de Lei de Diretrizes Orçamentárias (LDO) de 2024 para combater a violência contra crianças e adolescentes foram aceitas pelo relator da LDO.,A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),51,2779,1429,1556,"Lucas José Ramos Lopes, Secretário-Executivo da Coalizão Brasileira pelo Fim da Violência contra Crianças e Adolescentes; o Sr.",0.2759,2
af4d70f0c140e9c9,b,30,Ana Paula Lima,As cinco emendas no projeto de Lei de Diretrizes Orçamentárias (LDO) de 2024 para combater a violência contra crianças e adolescentes foram aceitas pelo relator da LDO.,A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),29306,35734,30297,30378,"948 casos de violência sexual de crianças e adolescentes, quase 80 casos por dia.",0.25,3
af4d70f0c140e9c9,b,30,Ana Paula Lima,As cinco emendas no projeto de Lei de Diretrizes Orçamentárias (LDO) de 2024 para combater a violência contra crianças e adolescentes foram aceitas pelo relator da LDO.,A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),51,2779,2608,2777,"Lucas José Ramos Lopes, Secretário-Executivo da Coalizão Brasileira pelo Fim da Violência contra Crianças e Adolescentes, que dispõe de até 5 minutos para sua exposição.",0.2424,4
af4d70f0c140e9c9,b,30,Ana Paula Lima,As cinco emendas no projeto de Lei de Diretrizes Orçamentárias (LDO) de 2024 para combater a violência contra crianças e adolescentes foram aceitas pelo relator da LDO.,A SRA. PRESIDENTE(Ana Paula Lima. Bloco/PT - SC),29306,35734,34732,35064,"Na emenda que destacamos há a proposta de incluir a marcação do nível do plano orçamentário de todas as despesas relacionadas com crianças e adolescentes, que é fundamental para ampliar a transparência do Orçamento e possibilitar a análise total de investimentos em prevenção, em resposta à violência contra crianças e adolescentes.",0.1951,5
d4c07b40fb424a0c,a,15,Bia Kicis,"A discussão não deve ser politizada: ""Existe uma elite globalista que quer, sim, forçar essa vacinação, inclusive em bebês, e o Brasil está sendo pioneiro nessa obrigação. No resto do mundo, até pode se recomendar, mas não se obriga. Vão começar pelo Brasil pra depois começar a obrigar nos outros lugares também?""",A SRA. PRESIDENTE(Bia Kicis. PL - DF),149586,155295,151818,151951,"Existe uma elite globalista que quer, sim, forçar essa vacinação, inclusive em bebês, e o Brasil está sendo pioneiro nessa obrigação.",0.6275,1
d4c07b40fb424a0c,a,15,Bia Kicis,"A discussão não deve ser politizada: ""Existe uma elite globalista que quer, sim, forçar essa vacinação, inclusive em bebês, e o Brasil está sendo pioneiro nessa obrigação. No resto do mundo, até pode se recomendar, mas não se obriga. Vão começar pelo Brasil pra depois começar a obrigar nos outros lugares também?""",A SRA. PRESIDENTE(Bia Kicis. PL - DF),149586,155295,151952,152013,"No resto do mundo, até se pode recomendar, mas não se obriga.",0.3721,2
d4c07b40fb424a0c,a,15,Bia Kicis,"A discussão não deve ser politizada: ""Existe uma elite globalista que quer, sim, forçar essa vacinação, inclusive em bebês, e o Brasil está sendo pioneiro nessa obrigação. No resto do mundo, até pode se recomendar, mas não se obriga. Vão começar pelo Brasil pra depois começar a obrigar nos outros lugares também?""",A SRA. PRESIDENTE(Bia Kicis. PL - DF),149586,155295,152014,152087,"Vai começar pelo Brasil, para depois obrigarem nos outros lugares também?",0.2791,3
