pair_id,actor_id,actor_name,topic_similarity,gap_publication_days,temporal_order_verified,date_basis,candidate_method,source_dataset_a,hearing_id_a,hearing_date_a,publication_date_a,topic_a,text_a,text_kind_a,proposition_silver_a,stance_silver_a,evidence_a,evidence_status_a,source_actor_index_a,source_opinion_index_a,source_dataset_b,hearing_id_b,hearing_date_b,publication_date_b,topic_b,text_b,text_kind_b,proposition_silver_b,stance_silver_b,evidence_b,evidence_status_b,source_actor_index_b,source_opinion_index_b
16c67be32f60e074,danilo forte,Danilo Forte,0.187104,705,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,91,,2022-05-12,Reajustes nas tarifas de energia elétrica devido ao represamento durante a pandemia e a escassez hídrica,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",LDS_opinion_summary_not_verbatim_speech,"Reajustes abusivos de até 21 % em vários estados são inaceitáveis e precisam ser barrados. | Adiar os reajustes é insustentável, pois multiplica o problema futuro, como pagar apenas o mínimo do cartão de crédito. | Reduzir tributos e subsídios que representam 49 % da fatura de energia é essencial para aliviar o consumidor.",NEUTRO,,not_verified_in_transcript,8,0,PublicHearingBR_LDS.jsonl,104,,2024-04-16,Participação da Câmara na definição das regras de renovação das concessões das distribuidoras de energia elétrica,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,LDS_opinion_summary_not_verbatim_speech,"O Congresso Nacional deve ter papel decisivo na definição das regras de renovação das concessões das distribuidoras, e o Ministério de Minas e Energia ainda não reconheceu essa necessidade.",A FAVOR,,not_verified_in_transcript,1,0
2a22c99d1d3a678c,dr zacharias calil,Dr. Zacharias Calil,0.389679,603,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,68,,2022-08-17,Falhas no protocolo do SUS para o tratamento da retinopatia diabética,"A fila de espera por uma consulta é o principal problema: ""Porque o paciente fica sem acompanhamento. A gente sabe que o diabetes é uma doença progressiva, crônica e silenciosa, que vai causando uma série de problemas.""",LDS_opinion_summary_not_verbatim_speech,"O protocolo de retinopatia diabética do SUS está subfinanciado, com preço de tratamento de R$ 629,29, impossibilitando a aquisição de medicamentos. | A responsabilidade pela organização das filas e pelo financiamento local da terapia recai sobre estados e municípios, gerando sobrecarga e negligência. | Cerca de 80% dos casos de cegueira no Brasil poderiam ser evitados, mas",ERRO API,,not_verified_in_transcript,2,0,PublicHearingBR_LDS.jsonl,105,,2024-04-11,Atualização do protocolo de tratamento de edema macular diabético no SUS,"O SUS precisa se atualizar para preservar a visão e a qualidade de vida dos pacientes: ""É fundamental que o SUS revise e atualize seus protocolos clínicos para incluir diretrizes claras e abrangentes para o diagnóstico, tratamento e acompanhamento do edema macular. Além disso, é necessário garantir um sistema de financiamento adequado que cubra os custos.""",LDS_opinion_summary_not_verbatim_speech,O SUS deve atualizar seus protocolos clínicos e garantir financiamento adequado para o tratamento do edema macular diabético. | Investir em prevenção e rastreamento precoce da diabetes é essencial para evitar custos futuros com aposentadorias e cuidadores. | A falta de encaminhamento sensível por parte de clínicos gera atrasos no diagnóstico e exige programa universal de exames oftalmológicos.,A FAVOR | ERRO API,,not_verified_in_transcript,0,0
56076bd074c74d1a,caio vianna,Caio Vianna,0.129062,48,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,166,,2023-09-20,Uso da tecnologia blockchain no serviço público,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",LDS_opinion_summary_not_verbatim_speech,"A imutabilidade do blockchain entra em conflito com a LGPD, que permite a eliminação dos dados pessoais. | O uso eficaz da blockchain só se just",ERRO API,,not_verified_in_transcript,0,0,PublicHearingBR_LDS.jsonl,138,,2023-11-07,Pedido de concurso público e fortalecimento da Agência Nacional de Proteção de Dados (ANPD),"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",LDS_opinion_summary_not_verbatim_speech,"A ANPD precisa de concurso público e carreira própria para ampliar sua capacidade de fiscalização e aplicar sanções frequentes. | O orçamento e a autonomia financeira da ANPD são insuficientes, exigindo maior atenção do governo e aprovação da lei que a torne autarquia. | A ANPD deve receber mais recursos e poderes para combater vazamentos de dados e proteger a privacidade dos cidadãos.",ERRO API,,not_verified_in_transcript,1,0
ebcdef50abd4418f,erika kokay,Érika Kokay,0.240448,399,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,89,,2022-05-26,Políticas públicas de proteção às mulheres e crianças indígenas,"Defendeu a proteção aos territórios indígenas e o avanço nas políticas de demarcação dos territórios: ""Se o território é protegido, a vida é protegida. Nossa Constituição diz que crianças e adolescentes são prioridades. Portanto, é fundamental traçar planos que envolvem políticas públicas e avançar na demarcação das terras indígenas e na sua homologação.""",LDS_opinion_summary_not_verbatim_speech,A exploração do garimpo nas terras indígenas deve ser regulada e restringida para proteger mulheres e crianças indígenas. | O governo federal tem sido omisso e recorre a assistencialismo barato em vez de implementar políticas públicas efetivas de proteção territorial. | O fortalecimento e a demarcação dos territórios indígenas são essenciais para,A FAVOR,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,85,,2023-06-29,Dificuldades na implantação de políticas públicas para a população LGBTQIA+,"Enfatizou a importância do planejamento das políticas públicas para essa parte da população: ""Os planos possibilitam a intersetorialidade e, ao mesmo tempo, a avaliação de especificidades dentro da comunidade LBGTQIA+.""",LDS_opinion_summary_not_verbatim_speech,"A maioria dos estados não possui planos ou programas efetivos de políticas públicas para a população LGBTQIA+, limitando a cidadania e a luta contra a discriminação. | A falta de coordenação nacional e de indicadores específicos impede a implementação eficaz de políticas públicas voltadas à comunidade LGBTQIA+. | Levar as políticas públicas para além das regiões metropolitanas constitui um grande desafio na expansão da proteção e dos serviços à população LGBTQIA+.",ERRO API,,not_verified_in_transcript,1,0
d3769de977ace19d,gilson daniel,Gilson Daniel,0.359324,21,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,113,,2024-03-20,Ações de prevenção de desastres naturais e auxílio à população detalhadas por ministérios na Câmara dos Deputados,"Cobrou maior número de contratos no novo PAC Encostas e reforço orçamentário: ""O País necessita organizar fontes de recursos específicas para a prevenção de desastres. Ao longo dos anos, temos recebido medidas provisórias que só chegam após o acontecimento do desastre, depois que a gente perde vidas e patrimônio.""",LDS_opinion_summary_not_verbatim_speech,"O atual modelo de destinação de recursos para prevenção de desastres só libera verbas após a ocorrência de tragédias, sendo necessário criar fontes permanentes de financiamento. | É imprescindível ampliar a legislação de assistência para abranger vulnerabilidades como migrantes venezuelanos, povos indígenas e população em situação de rua, não se limitando a um único foco. | É urgente instituir um arcabouço legal que garanta proteção efetiva aos grupos mais vulneráveis, especialmente em áreas remotas da Amazônia e em contextos de crise humanitária como o Rio Grande do Sul.",A FAVOR | NEUTRO,,not_verified_in_transcript,1,0,PublicHearingBR_LDS.jsonl,107,,2024-04-10,Melhorias na infraestrutura de prevenção a desastres e calamidades naturais,"Ressaltou que o Fundo Nacional de Calamidade Pública foi criado em 1969, mas nunca contou com fonte própria de recursos. Até hoje as emergências são atendidas por meio de medidas provisórias.",LDS_opinion_summary_not_verbatim_speech,O sistema de alertas por SMS é extremamente ineficiente e perde credibilidade junto à população. | O radar de previsão meteorológica atual é,NEUTRO,,not_verified_in_transcript,3,2
36fb1e1240a12ac4,celia xakriaba,Célia Xakriabá,0.149684,2,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,139,,2023-11-07,Racismo e preconceito contra indígenas no sistema prisional brasileiro e a proposta de uma lei prisional específica para indígenas,Sugeriu uma consulta pública sobre uma lei prisional específica para os indígenas.,LDS_opinion_summary_not_verbatim_speech,"Um terço dos indígenas presos no Brasil está em Mato Grosso do Sul, sendo a maioria Guarani e Kaiowá. | É necessária uma consulta pública para elaborar uma legislação prisional específica para os povos indígenas. | O racismo contra indígenas no sistema penal deve ser analisado à luz",ERRO API,,not_verified_in_transcript,1,1,PublicHearingBR_LDS.jsonl,136,,2023-11-09,Aprovação do Projeto de Lei 4347/21 para tornar permanente a Política Nacional de Gestão Territorial e Ambiental das Terras Indígenas,"Sugeriu o reconhecimento e a regulamentação dos agentes ambientais indígenas e a articulação do programa de gestão territorial com a Política de Educação Escolar Indígena e de Atendimento à Saúde Indígena: ""Fortalecendo os princípios da sustentabilidade com recursos orçamentários compatíveis com a necessidade das comunidades"".",LDS_opinion_summary_not_verbatim_speech,"É imprescindível alocar recursos específicos do PPA, com linhas orçamentárias definidas, para garantir a implementação efetiva da política. | A política deve contar com um fundo exclusivo destinado a sua execução, assegurando financiamento estável e suficiente. | É necessário reconhecer e regulamentar os agentes ambientais indígenas e integrar o programa de gestão territorial às políticas de educação e saúde indígenas.",ERRO API,,not_verified_in_transcript,2,1
36e4b11ff6345a11,jorge solla,Jorge Solla,0.172702,118,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,199,,2023-08-09,Autossuficiência na produção de insumos para a saúde e questões relacionadas à compra emergencial de medicamentos pelo SUS,"Apoiou a ministra Nísia Trindade: ""O ministério, em poucos meses, conseguiu reconquistar a autoridade técnico-política da direção nacional do SUS. Isso é fundamental, porque, infelizmente, no governo anterior foi uma desmoralização.""",LDS_opinion_summary_not_verbatim_speech,A ausência de autossuficiência na produção de insumos de saúde coloca o S,ERRO API,,not_verified_in_transcript,11,0,PublicHearingBR_LDS.jsonl,16,,2023-12-05,Debate sobre denúncias envolvendo o custeio de viagem de Luciane Barbosa Farias e questões relacionadas aos direitos humanos,Elogiou a gestão de Sílvio Almeida no Ministério dos Direitos Humanos.,LDS_opinion_summary_not_verbatim_speech,"O Ministério dos Direitos Humanos custeou diárias e passagens para Luciane Barbosa Farias, esposa de líder do Comando Vermelho, gerando acusação de irregularidade e possível improbidade administrativa. | A oposição utiliza as denúncias sobre o custeio",CONTRA | NEUTRO,,not_verified_in_transcript,7,0
3d382d16e23d6fe6,mercedes bustamante,Mercedes Bustamante,0.301655,22,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,188,,2023-08-24,Disparidade de gênero na pós-graduação em ciências exatas e tecnológicas e financiamento menor para mulheres,"Nos programas de pós-graduação das universidades, dados de 2021 da plataforma Capes mostram que elas representavam 42% dos pesquisadores. Porém, no doutorado acadêmico, eram apenas 38%. Já no pós-doutorado, as mulheres representam 54% dos pesquisadores.",LDS_opinion_summary_not_verbatim_speech,"A disparidade de gênero persiste nas ciências exatas e tecnológicas, com menor remuneração e representação mesmo quando as mulheres são maioria em certas áreas. | É urgente derrubar o decreto 997/93 que proíbe novas creches nas universidades e ampliar a licença maternidade para seis meses para todas as pós‑graduandas. | O “efeito tesoura” – a exclusão feminina e interseccional",ERRO API,,not_verified_in_transcript,1,2,PublicHearingBR_LDS.jsonl,168,,2023-09-15,Melhoria das condições da pós-graduação no Brasil,"Dados da Capes mostram que o Brasil conta com mais de 4.500 programas de pós-graduação, e quase 7 mil cursos. No ano que vem, outros 300 cursos devem entrar no sistema.",LDS_opinion_summary_not_verbatim_speech,A falta de proteção trabalhista e previdenciária para pós‑graduandos mantém‑os em situação de vulnerabilidade. | A academia precisa adaptar seus currículos e promover maior interação com o setor produtivo para reter talentos. | O financiamento de benefícios como licença‑maternidade e previdência para não‑bolsistas deve ser viabilizado por isenção fiscal a quem aumenta a qualificação técnica do país.,ERRO API,,not_verified_in_transcript,2,2
9b028d8dc263fd18,gianna sagazio,Gianna Sagazio,0.12156,21,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,197,,2023-08-09,Revisão do Marco Legal da Inovação para facilitar sua operacionalização,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,LDS_opinion_summary_not_verbatim_speech,"O pesquisador pode ou não pode atuar simultaneamente em empresa e na universidade, gerando conflito de interesses. | A burocracia impede a aquisição de insumos científicos, exigindo três meses para reagentes que em outros países são obtidos em horas. | O marco legal deve conceder autonomia financeira aos ICTs e isenção de impostos para empresas de P&D, como proposto no PLS 226/16.",A FAVOR | NEUTRO,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,184,,2023-08-30,"Discussão sobre mudanças na Lei do Bem para facilitar a colaboração entre universidades, empresas e governo e promover inovações","Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",LDS_opinion_summary_not_verbatim_speech,"As empresas devem poder usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprir a legislação de inovação. | Os órgãos de controle dificultam a aplicação efetiva do marco legal, impedindo a integração entre universidades, empresas e governo. | A falta de integração e de contratos diretos com empresas cria barreiras sérias para investimentos e desenvolvimento de componentes.",A FAVOR | NEUTRO,,not_verified_in_transcript,0,0
de54c782d361768c,leda borges,Lêda Borges,0.256197,65,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,203,,2023-08-02,Aumento da violência contra mulheres devido ao desmonte de políticas públicas e ascensão do ultraconservadorismo,A melhor maneira de quebrar o ciclo da violência é a independência econômica das mulheres. Medidas como casas de acolhimento e inserção no mercado de trabalho são fundamentais.,LDS_opinion_summary_not_verbatim_speech,"O desmonte das políticas públicas de proteção à mulher, reduzido a R$ 13 milhões em 2022, é a principal causa do aumento da violência de gênero no Brasil. | A ascensão do ultraconservadorismo, que considera a igualdade de gênero como inimigo, gera violência contra mulheres que desafiam papéis tradicionais. | A independência econômica das mulheres, por meio de casas de ac",ERRO API,,not_verified_in_transcript,4,0,PublicHearingBR_LDS.jsonl,154,,2023-10-06,Políticas públicas voltadas para mulheres no climatério e menopausa,"Disse: 'É necessário debater a promoção da saúde da mulher para esse ciclo da vida, buscando criar políticas públicas efetivas que melhorem a qualidade de vida dessas mulheres.'",LDS_opinion_summary_not_verbatim_speech,"A falta de reposição hormonal aumenta significativamente o risco de infarto, AVC e mortalidade, enquanto seu uso reduz esses riscos em até 26%. | O Ministério da Saúde está desenvolvendo novos medicamentos e considerando a inclusão de fitoterápicos além da isoflavona para tratar os sintomas do climatério. | É necessário instituir um Dia Nacional de Conscientização sobre a Menopausa para romper o tabu e ampliar políticas públicas efetivas.",NEUTRO | A FAVOR,,not_verified_in_transcript,0,0
ffe531755c6def2e,paulo xavier,Paulo Xavier,1.0,35,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,112,,2024-03-21,Regulamentação do trabalho de motoristas de aplicativo,Defendeu a rejeição integral da proposta do Executivo.,LDS_opinion_summary_not_verbatim_speech,"A proposta deve ser rejeitada integralmente pelos trabalhadores. | O projeto não garante autonomia nem reconhece os motoristas como empregados, apenas como subordinados sem direitos. | O artigo 5º que atribui poder organizativo, fiscalizatório e punitivo às plataformas é inaceitável.",ERRO API,,not_verified_in_transcript,0,1,PublicHearingBR_LDS.jsonl,87,,2024-04-25,Regulamentação do trabalho de motoristas de aplicativo,Rechaça a proposta do governo.,LDS_opinion_summary_not_verbatim_speech,"O relatório que regulamenta o trabalho dos motoristas de aplicativo deve ser apresentado na Câmara antes do recesso de julho. | A regulamentação não pode enquadrar o motorista de aplicativo como MEI, pois isso o deixaria sem proteção social. | A modelagem de remuneração baseada em quilômetro rodado, negociada pelos próprios motoristas, deve substituir a proposta governamental que beneficia as plataformas.",CONTRA | A FAVOR | ERRO API,,not_verified_in_transcript,6,0
4cffd4e8a3906c01,lafayette de andrada,Lafayette de Andrada,0.114424,132,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,17,,2023-12-06,Debate sobre ativismo judicial na Câmara dos Deputados,"O Parlamento deve tratar sobre certos assuntos, ainda que seja ao não votar nada sobre o tema: ""Quem tem competência e quem deve exprimir a voz da população, os anseios do povo, da sociedade, é o Poder Legislativo. Ele que foi votado, ele que foi escolhido para isso. E, se o Poder Legislativo silencia em função de determinado tema, muitas vezes é um silêncio eloquente, é porque não há o amadurecimento necessário ainda para legislar sobre aquilo.""",LDS_opinion_summary_not_verbatim_speech,"O ativismo judicial tem ultrapassado os limites constitucionais e legais, como nas decisões sobre a interrupção da gestação até o terceiro mês, nas ações que proibiram operações em favelas durante a pandemia e na suspensão da nomeação de Alexandre Ramagem. | O Poder Legislativo deve exercer controle efetivo sobre o Supremo, inclusive por meio de impeachment e da autorização de nomeações, para impedir abusos de poder e excessos políticos. | Qualquer reforma do sistema judicial exige amplo debate público, seminários e participação de todos os poderes, sem revanchismo, antes de alterar as regras.",ERRO API,,not_verified_in_transcript,2,0,PublicHearingBR_LDS.jsonl,104,,2024-04-16,Participação da Câmara na definição das regras de renovação das concessões das distribuidoras de energia elétrica,"Criticou as distribuidoras por estarem criando dificuldade para conectar as unidades de geração distribuída à rede elétrica: ""As distribuidoras não estão obedecendo à lei, não estão obedecendo às próprias resoluções da Aneel""",LDS_opinion_summary_not_verbatim_speech,"O Congresso Nacional deve ter papel decisivo na definição das regras de renovação das concessões das distribuidoras, e o Ministério de Minas e Energia ainda não reconheceu essa necessidade.",NEUTRO,,not_verified_in_transcript,2,2
e001ebac1d8033f1,leo prates,Leo Prates,0.210802,99,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,118,,2023-12-12,Impacto dos desastres climáticos no Brasil em 2023 e medidas de prevenção e resposta,"Avalia que a situação exige apoio extra às vítimas: ""Eu acho que a gente tem que criar um sistema nacional de apoio às vítimas de desastres, um arcabouço que faça parte, inclusive, do Sistema Nacional de Defesa Civil, com prevenção, pronta resposta e recuperação das áreas atingidas por desastres.""",LDS_opinion_summary_not_verbatim_speech,"A derrubada do veto presidencial ao artigo da Lei 14.691/23, que destina 5 % de multas ambientais ao Fundo Nacional de Calamidades Públicas, é essencial para garantir recursos à prevenção de desastres. | A",A FAVOR,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,113,,2024-03-20,Ações de prevenção de desastres naturais e auxílio à população detalhadas por ministérios na Câmara dos Deputados,"""O grande desafio é criar um arcabouço legal que possa dar proteção especialmente aos vulneráveis. Imagina o que é, na Amazônia, não ter acesso a um médico porque as hidrovias e os rios estão secos; ou, no Rio Grande do Sul, a perda de pequenas atividades comerciais que sustentavam famílias inteiras.""",LDS_opinion_summary_not_verbatim_speech,"O atual modelo de destinação de recursos para prevenção de desastres só libera verbas após a ocorrência de tragédias, sendo necessário criar fontes permanentes de financiamento. | É imprescindível ampliar a legislação de assistência para abranger vulnerabilidades como migrantes venezuelanos, povos indígenas e população em situação de rua, não se limitando a um único foco. | É urgente instituir um arcabouço legal que garanta proteção efetiva aos grupos mais vulneráveis, especialmente em áreas remotas da Amazônia e em contextos de crise humanitária como o Rio Grande do Sul.",A FAVOR,,not_verified_in_transcript,3,1
d336204af6200b5c,vanessa pirolo,Vanessa Pirolo,0.389679,603,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,68,,2022-08-17,Falhas no protocolo do SUS para o tratamento da retinopatia diabética,"""A pessoa com diabetes, no mínimo, tem que passar uma vez ao ano para fazer o exame adequado nos olhos e para ver como está o controle da doença.""",LDS_opinion_summary_not_verbatim_speech,"O protocolo de retinopatia diabética do SUS está subfinanciado, com preço de tratamento de R$ 629,29, impossibilitando a aquisição de medicamentos. | A responsabilidade pela organização das filas e pelo financiamento local da terapia recai sobre estados e municípios, gerando sobrecarga e negligência. | Cerca de 80% dos casos de cegueira no Brasil poderiam ser evitados, mas",ERRO API,,not_verified_in_transcript,1,2,PublicHearingBR_LDS.jsonl,105,,2024-04-11,Atualização do protocolo de tratamento de edema macular diabético no SUS,"Os gastos hoje com diabetes superam 43 bilhões de dólares ao ano, e 60% desse valor cobre complicações da doença.",LDS_opinion_summary_not_verbatim_speech,O SUS deve atualizar seus protocolos clínicos e garantir financiamento adequado para o tratamento do edema macular diabético. | Investir em prevenção e rastreamento precoce da diabetes é essencial para evitar custos futuros com aposentadorias e cuidadores. | A falta de encaminhamento sensível por parte de clínicos gera atrasos no diagnóstico e exige programa universal de exames oftalmológicos.,ERRO API | NEUTRO,,not_verified_in_transcript,1,1
e6a308550846aa5f,leonidas cristino,Leônidas Cristino,0.133655,162,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,134,,2023-11-13,Descarbonização do setor de combustíveis e transição energética sustentável,"A Câmara busca amplo consenso sobre o tema: ""Está aí o problema posto e, aqui nesta Casa, nós temos a obrigação de elaborar um marco regulatório que seja factível e bom para todo o País, acompanhando as experiências que estão sendo feitas nas academias. É para dar tranquilidade ao Brasil de investir e para demonstrar ao mundo que nós vamos ajudar o planeta a diminuir o aquecimento global.""",LDS_opinion_summary_not_verbatim_speech,"O carro elétrico possui mitos ambientais que precisam ser desmistificados. | O Brasil não pode correr o risco de perder sua vantagem competitiva em tecnologia automotiva, estando entre os principais polos do mundo. | É imprescindível que o arcabouço legal ofereça clareza jurídica,",NEUTRO | A FAVOR,,not_verified_in_transcript,4,0,PublicHearingBR_LDS.jsonl,23,,2024-04-23,Medidas para incentivar o uso do biometano na matriz energética brasileira,"Propôs que outros setores da economia, além dos transportes, também possam usar o biometano: ""Temos abranger todos os segmentos da economia, para que a gente possa tirar o gás carbônico da atmosfera, caso contrário o mundo não vai suportar.""",LDS_opinion_summary_not_verbatim_speech,"O mercado de biometano já existe no Brasil, mas é pouco conhecido e precisa ser dinamizado. | O uso do biometano em transportes pesados é essencial, pois reduz a dependência do diesel importado e custa três vezes menos que o veículo elétrico. | O Brasil tem potencial para produzir biometano a partir de resíduos e esgoto, e deve ampliar seu uso em todos os setores para transformar um problema ambiental em ativo energético.",A FAVOR | NEUTRO,,not_verified_in_transcript,3,0
